time,line,emotion,score
1124.203,"Oh, you're the one Coach told us about.",neutral,0.4822668731212616
1126.203,"Riley, from Michigan, right?",neutral,0.7715418934822083
1128.145,"- It's Minnesota, sweetie. - No, no, no.",neutral,0.491935133934021
1129.683,We cannot correct Val Ortiz.,neutral,0.44924888014793396
1132.391,"[laughs] Yeah, that's me.",neutral,0.6160944104194641
1134.661,Riley from good old Michigan.,neutral,0.843093991279602
1137.9,Orange? Who made the console orange?,neutral,0.6093481183052063
1139.971,- Do I look orange? - I didn't touch it.,neutral,0.5046451091766357
1141.773,- Orange is not my color. - Not me.,neutral,0.8093473315238953
1143.911,"- Hello, everybody. - [all scream]",fear,0.3268674612045288
1146.38,"Oh, my gosh. I am just such a huge fan of yours.",surprise,0.9404287934303284
1148.791,"And now, here I am, meeting you, face to face.",neutral,0.6436282992362976
1151.861,[squeals] Okay. How can I help?,fear,0.4854959547519684
1153.766,"- Uh... [exclaims] - I can take notes,",neutral,0.8803180456161499
1155.099,"get coffee, manage your calendar, walk your dog,",neutral,0.8759639263153076
1156.772,"carry your things, watch you sleep.",neutral,0.9032466411590576
1158.501,Wow! You have a lot of energy. [chuckles],surprise,0.9638293981552124
1161.573,Maybe you could just stay in one place.,neutral,0.9764084219932556
1163.218,Anything.,neutral,0.673428475856781
1164.414,"Just call my name, and I am here for you.",neutral,0.7903793454170227
1166.125,"Okay, love that.",neutral,0.38171201944351196
1167.221,- And what was your name again? - Oh.,surprise,0.847696840763092
1168.586,I'm sorry. I can get ahead of myself.,sadness,0.7849022746086121
1170.232,I'm Anxiety.,fear,0.9759105443954468
1171.295,I'm one of Riley's new emotions.,neutral,0.5173017978668213
1172.671,And we are just super-jazzed to be here.,joy,0.6015539169311523
1175.101,Where can I put my stuff?,anger,0.4184257984161377
1176.338,"Uh-uh-uh. What do you mean ""we""?",surprise,0.39523065090179443
1177.747,[female voice sighs in exasperation],anger,0.9340630173683167
1179.248,[female voice] I wish I was as tall as all of you. [grunts],neutral,0.5116267800331116
1181.481,"- Who the heck are you? - [grunting, panting]",surprise,0.6910150647163391
1183.852,I'm Envy.,neutral,0.8872291445732117
1185.12,Oh! Look at your hair.,disgust,0.5493062138557434
1187.326,"- Oh, yeah, not happening. - [gasps]",sadness,0.4292760193347931
1189.336,Look at her hair!,disgust,0.4868973195552826
1190.67,We need hair like that.,neutral,0.8989781737327576
1192.811,"Oh, my gosh. I love the red in your hair.",surprise,0.583662211894989
1195.415,- Oh... - [Disgust gasps],disgust,0.9847954511642456
1196.615,What are you doing?,surprise,0.6313465237617493
1198.656,"Hey, maybe when I make the team,",neutral,0.39810243248939514
1200.526,"I can join Team Redhead, too!",joy,0.8724255561828613
1202.229,"Yeah, yeah.",neutral,0.5973880887031555
1204.398,[whimpers],disgust,0.4033295214176178
1205.861,[gasps],neutral,0.8055470585823059
1206.998,"Okay, who's this guy?",surprise,0.40555766224861145
1208.398,"What's your name, big fella?",surprise,0.7050175666809082
1210.301,That's Embarrassment.,disgust,0.9706189036369324
1211.539,"He's not really big on eye contact,",neutral,0.9316570162773132
1213.143,"or uh, like, good talking,",joy,0.4575975239276886
1214.817,but he's a really sweet guy.,joy,0.7314702868461609
1216.154,"Well, welcome to Headquarters, Embarrassment.",disgust,0.9167323708534241
1219.693,"Oh, we're doing a... No.",neutral,0.3546305000782013
1221.532,"No, going high. Oh.",neutral,0.2150508463382721
1223.235,"You got a real sweaty palm there, buddy. [chuckles]",neutral,0.5453556776046753
1225.508,[Embarrassment whimpering],disgust,0.9481859803199768
1226.744,"Hey, do you wanna come with me, actually?",joy,0.29170292615890503
1228.54,You can meet some of the other Fire Hawks.,neutral,0.9691324830055237
1229.85,"[Anxiety] <i>Ooh, this is exciting.</i>",fear,0.968893826007843
1231.05,But we can't let her know we're excited.,neutral,0.2748507857322693
1234.083,"Yeah, sounds good.",joy,0.8812758326530457
1235.527,What emotion was that?,neutral,0.590755045413971
1237.023,That's Ennui.,neutral,0.9245607256889343
1238.292,- An-what? - [female voice 2 sighs],surprise,0.5609737038612366
1240.17,Ennui.,neutral,0.8772345185279846
1241.464,It's what you would call the boredom.,neutral,0.8144267201423645
1244.172,"Well, come on up here, An-wer.",neutral,0.816725492477417
1246.647,Am I saying it right?,neutral,0.3601780831813812
1248.11,An-wah. No.,disgust,0.4844794273376465
1249.515,"Oh, nicknames! I'm gonna call you Wee-Wee.",joy,0.2926999032497406
1251.819,No.,neutral,0.8298872113227844
1253.496,How are you driving?,surprise,0.45887571573257446
1254.764,- Console app. - [beeps],joy,0.507900059223175
1256.602,Hey! Stop it! That's enough.,anger,0.9410964250564575
1258.498,"Now, now, I know new emotions",neutral,0.7986226081848145
1260.603,"can sometimes feel unhelpful at first,",sadness,0.9869182705879211
1263.509,and you just wanna... [grunting],disgust,0.4784620404243469
1265.514,"say to them, ""Why are you so annoying?""",anger,0.7208351492881775
1268.016,But I've learned that every emotion is good for Riley.,neutral,0.9125131964683533
1272.858,- Even this turkey. - [Sadness chuckles],sadness,0.969070315361023
1274.899,"Okay, fine.",anger,0.461204469203949
1276.474,[Ennui sighs],sadness,0.6189755797386169
1277.741,Cool. Lead the way.,neutral,0.8354322910308838
1278.947,All right. Grab your stuff and follow me.,neutral,0.7655186057090759
1281.04,"[Sadness] <i>Oh, but what about our friends?</i>",sadness,0.9836403727531433
1283.083,[Envy] <i>Val is our future.</i>,neutral,0.8223474621772766
1284.755,"Yes, I agree completely.",neutral,0.7907032370567322
1286.32,We need new friends or else,neutral,0.5821511149406433
1287.524,we'll be totally alone in high school.,sadness,0.9756534695625305
1289.634,"- Right, Joy? - Well...",neutral,0.45994049310684204
1290.76,"- I mean, maybe, um... - Here we go!",joy,0.4576505422592163
1292.239,Wait up.,neutral,0.892443060874939
1293.5,Thanks for showing me around.,joy,0.7620713114738464
1295.238,"Wait, why did you do that?",surprise,0.8070932626724243
1296.504,Sorry. What did I do?,sadness,0.48750829696655273
1297.883,We just left our best friends behind.,neutral,0.9184056520462036
1299.749,But what about the new ones that we're about to meet?,neutral,0.8417503833770752
1301.853,No. Okay.,neutral,0.39805111289024353
1303.294,These next three days need to be about Bree and Grace.,neutral,0.971501886844635
1305.756,"Joy, the next three days could determine",joy,0.5537626147270203
1308.036,the next four years of our lives.,sadness,0.44679632782936096
1309.967,"[chuckles] Now, I think that's overstating things a bit.",disgust,0.48836684226989746
1312.946,"Ooh, la, la. Joy is so old school.",sadness,0.29730024933815
1315.516,What?,surprise,0.9222372174263
1316.611,"Look, we all have a job to do.",neutral,0.4059414267539978
1318.216,"You make Riley happy,",joy,0.8415657877922058
1319.417,"Sadness makes her sad,",sadness,0.9839420914649963
1320.789,"Fear protects her from the scary stuff she can see,",fear,0.987975001335144
1322.655,and my job is to protect her,anger,0.55359947681427
1324.463,from the scary stuff she can't see.,fear,0.9892743229866028
1326.364,I plan for the future.,fear,0.3798741400241852
1328.207,"Oh, I can show you. You're gonna love this.",joy,0.6663001179695129
1332.143,[console beeps],neutral,0.8115078806877136
1333.347,I was using that as a cup holder.,neutral,0.8196298480033875
1334.847,"Okay, so my team has run all the data,",neutral,0.934765100479126
1337.291,and we're looking at the following,neutral,0.9415247440338135
1338.563,likely scenarios.,neutral,0.667188286781311
1339.758,"First, we don't take this camp seriously,",neutral,0.6980018019676208
1341.629,and we goof off with Bree and Grace.,joy,0.6585875153541565
1342.863,Riley looks really uncool in front of Val.,disgust,0.8315752148628235
1345.471,"She fails to impress the coach,",disgust,0.5260769128799438
1346.603,"does not become a Fire Hawk,",neutral,0.863521158695221
1347.905,and finally arrives at high school.,joy,0.8297060132026672
1349.775,- She has no one. - [bell ringing],sadness,0.5540142059326172
1351.121,"She eats alone, and only the teachers",sadness,0.6250232458114624
1353.318,- know her name. - Ew.,disgust,0.6154207587242126
1354.59,"Okay, you and I are gonna be friends.",joy,0.5769431591033936
1356.192,"Oh, this is a sad story.",sadness,0.9726958870887756
1358.559,It's a ridiculous story.,disgust,0.7372934818267822
1360.34,"Look, again, love the energy, but you're being silly.",anger,0.3826509118080139
1363.111,None of this will actually happen.,neutral,0.8471123576164246
1364.879,Right. Whatever you say.,neutral,0.5936927199363708
1366.274,- You're the boss. [chuckles] - [female voice 3] Oh...,disgust,0.304750919342041
1367.749,Remember when we all finally came up to Headquarters?,neutral,0.5088350176811218
1371.59,"That was like 30 seconds ago, Nostalgia.",neutral,0.6297897696495056
1374.427,"Yeah, those were the days.",neutral,0.8654291033744812
1376.37,"Nostalgia, you aren't supposed to be here yet.",neutral,0.3566384017467499
1379.067,"You still have about 10 years, two graduations,",neutral,0.9542944431304932
1381.678,"and a best friend's wedding before you're invited,",surprise,0.7371974587440491
1383.183,"but I will keep you in the loop, I promise.",neutral,0.846022367477417
1384.979,"- [Valentina] <i>All right...</i> - Hey, hey...",joy,0.8945673704147339
1386.19,"- <i>you ready, Riley?</i> - everybody focus!",joy,0.3659432530403137
1387.523,Val is leading us into their holy inner sanctum!,joy,0.39237019419670105
1389.658,- And here we are! - [indistinct chatter],surprise,0.4755327105522156
1393.971,[Envy] <i>These girls are so cool!</i>,joy,0.8902036547660828
1397.142,[Disgust] <i>And older.</i>,disgust,0.973846971988678
1398.313,We are not changing in front of them.,neutral,0.9249386191368103
1399.55,It's fine!,anger,0.6976054310798645
1400.779,<i>Locker rooms are places of mutual respect.</i>,neutral,0.8247790932655334
1402.313,"Hey, come on! I want you to meet the other Fire Hawks.",anger,0.4473954439163208
1404.85,"- Hey, girl! - What's up?",joy,0.6108843684196472
1406.353,Hey.,neutral,0.4196593165397644
1407.424,Riley is from Michigan.,neutral,0.9250047206878662
1408.934,"Okay, we're stuck with that.",neutral,0.65972501039505
1410.964,"Oh, Cool. Where in Michigan are you from?",neutral,0.7808917164802551
1412.943,"- Uh... - Oh, no. What now?",surprise,0.5754632353782654
1414.807,"Okay, looks like we're committing to this.",neutral,0.77804034948349
1416.817,Cities in Michigan...,neutral,0.7977036833763123
1418.052,We need to make something up.,neutral,0.8633807301521301
1419.414,I'm from all over.,neutral,0.8094106912612915
1421.683,Nice. See you out there.,joy,0.8733969330787659
1423.589,"Hey, you wanna sit with us?",joy,0.30359983444213867
1424.86,"[Anxiety] <i>Oh, she wants to sit with us.</i>",fear,0.9613696932792664
1426.728,[gasps] Everything is beautiful!,joy,0.9235673546791077
1428.932,There's not enough room for Bree and Grace.,sadness,0.4569588899612427
1431.043,Oh! Let's go sit over there.,anger,0.3345562219619751
1432.842,I was gonna go save seats for my friends.,neutral,0.38915449380874634
1434.818,But thanks anyway.,neutral,0.5078474283218384
1436.349,Oh. Uh... Yeah. Okay.,neutral,0.5209012031555176
1438.417,No worries.,neutral,0.6869695782661438
1439.487,See? Was that so hard?,surprise,0.7705914378166199
1441.393,No. You're totally right.,neutral,0.5506791472434998
1442.497,That decision's not gonna haunt us,fear,0.9308961629867554
1443.797,for the rest of our lives at all.,neutral,0.626834511756897
1445.699,- [Bree] No way! - Bree and Grace!,anger,0.6118115782737732
1448.011,- There you are. - Riley.,neutral,0.7850705981254578
1449.572,Time to celebrate!,joy,0.8878876566886902
1452.482,"- Say, ""awooga""! - [both] Awooga!",joy,0.44795501232147217
1454.785,"Okay, ladies. Let's all settle in.",neutral,0.7512669563293457
1458.756,"[babbling, chuckling]",joy,0.6255549192428589
1460.73,"- Uh, Joy? - Wait, wait, wait.",neutral,0.6332676410675049
1462.7,- [coach] Ladies! - [girls gasp],joy,0.659601628780365
1463.866,Settle in means settle down.,neutral,0.8634251356124878
1466.539,I need your focus.,neutral,0.8156080842018127
1467.946,Which means now I'm going to need your cell phones.,neutral,0.8445227146148682
1470.183,All of 'em.,neutral,0.7576104998588562
1471.29,"[girl] Wait, what? Are you serious?",surprise,0.6420188546180725
1473.285,"[tuts] You're here to work, not goof around.",disgust,0.3740215301513672
1477.793,"Got that, Andersen?",surprise,0.6917534470558167
1480.599,"Yes, Coach.",neutral,0.8163255453109741
1481.806,Please put all your phones in the basket.,neutral,0.755281925201416
1483.942,You get them back at the end of camp.,neutral,0.9472207427024841
1487.913,Wow. Coach is so serious.,surprise,0.9570141434669495
1491.155,"Joy, I'm just curious. Maybe, um, I could help...",surprise,0.6981766819953918
1493.627,Thank you. Not now.,neutral,0.8248368501663208
1494.695,"I know, right? [laughs]",joy,0.4244430363178253
1496.168,[all chuckling],joy,0.5454065203666687
1498.034,Oh. [chuckles] You think this is funny?,surprise,0.40958064794540405
1500.04,"Uh-huh. Well, you know what else is funny?",joy,0.3676604628562927
1502.115,Skating lines.,neutral,0.8627985119819641
1503.343,"- Now hit the ice, ladies. - [all groaning]",neutral,0.4316418170928955
1504.884,"- Great job, Michigan. - Thanks a lot, new girl.",joy,0.9061164855957031
1506.918,[girl 1] Just make her do it.,neutral,0.678619921207428
1508.795,"[sighs] Bravo, Joy. She's totally fitting in now.",sadness,0.4908318519592285
1512.103,"Oh, thanks so much, Wee-Wee.",joy,0.8791038990020752
1514.303,[all panting],neutral,0.8243140578269958
1517.909,"You're lagging behind, Andersen!",anger,0.5173985958099365
1519.782,- Skate harder! - [player] This is the worst.,disgust,0.9787155389785767
1521.779,[whistle blows],anger,0.6146985292434692
1522.886,"All right, ladies, take a breather.",neutral,0.7614717483520508
1525.053,Then we'll divide into teams.,neutral,0.9368730783462524
1527.826,[breathing heavily],disgust,0.7270299196243286
1533.039,"[Fire Hawk player] Oh, that Michigan girl",surprise,0.7738590836524963
1534.405,"- is off to a rough start. - [Anxiety] <i>Oh, no.</i>",fear,0.9246965646743774
1536.646,Are they talking about us?,surprise,0.4486384093761444
1538.015,"Yeah, there's no way Coach is putting her",disgust,0.5632440447807312
1539.754,on the team if she can't get it together.,sadness,0.8087840676307678
1541.22,"Uh, okay, Dani, like you had it all together",neutral,0.7176873087882996
1543.594,when you were a freshman?,surprise,0.5233079195022583
1544.727,I wasn't that immature.,neutral,0.45433536171913147
1546.266,"[Sofia] Dani, you stuck straws up your nose. Like last night.",disgust,0.680500328540802
1550.838,[Embarrassment groaning],disgust,0.9823182821273804
1552.851,[grunting],disgust,0.5870199203491211
1554.02,"Aw. I got you, big guy.",disgust,0.27497944235801697
1557.853,- [sobbing] - [Envy] Oh.,neutral,0.4069471061229706
1559.357,"I always wanted people to talk about us, but not like this.",disgust,0.6303063631057739
1562.697,"Oh, Joy, what do we do now?",surprise,0.5523607134819031
1565.038,Um...,neutral,0.8881747722625732
1565.899,"We can just, um...",neutral,0.8488852977752686
1567.341,I have an idea.,neutral,0.530034065246582
1568.606,Okay.,neutral,0.534888744354248
1570.081,"If we can get Val on our side, everything will be great.",neutral,0.5296859741210938
1577.524,"Uh, Val?",surprise,0.622001588344574
1578.861,"Oh, hey, Riley. What's up?",joy,0.27731913328170776
1580.663,"Uh, I-I...",fear,0.4537348449230194
1583.637,I'm so sorry.,sadness,0.9676152467727661
1585.077,I didn't mean to get the whole team skating lines.,neutral,0.5457185506820679
1587.314,I feel terrible.,sadness,0.9198814630508423
1588.483,I respect you so much.,anger,0.39938756823539734
1589.754,I would never do anything to mess you up.,anger,0.587898313999176
1591.189,"Uh, that's laying it on a bit thick, don't you think?",disgust,0.6996259093284607
1592.76,"- [shushes] Joy. - <i>You're a great hockey player,</i>",joy,0.944563627243042
1593.893,"and you lead the team so amazingly,",surprise,0.7256873846054077
1595.358,and I really look up to you and...,joy,0.8514760136604309
1596.699,"Okay, okay. Thanks. [chuckles]",neutral,0.5005114078521729
1598.531,"Listen, Coach was pretty hard on you today,",disgust,0.35105466842651367
1601.443,but that's not a bad thing.,disgust,0.8498755097389221
1602.942,It means you're on her radar.,neutral,0.9339777231216431
1604.511,Really?,surprise,0.9695847630500793
1605.753,"Listen, I'm glad you came to talk with me.",joy,0.9664363861083984
1607.351,"Hey, let's try to be on the same team later, okay?",neutral,0.40857091546058655
1609.621,"Oh, yeah. Cool.",neutral,0.4592839777469635
1611.088,- [sighs wearily] - Wow.,surprise,0.8947845697402954
1612.293,- [Ennui] Good job. Wow. - I wish I could do that.,surprise,0.9744083881378174
1614.001,"You guys, I mean, it really wasn't anything.",disgust,0.36702704429626465
1616.439,I'm just trying to help.,neutral,0.8308970928192139
1618.143,I agree.,neutral,0.7610316276550293
1619.577,"Great job, Anxiety.",fear,0.759739339351654
1621.781,"I stepped back, you stepped in,",fear,0.6873487830162048
1623.681,"you got Riley back on track, now I'm ready to step back in.",neutral,0.7720553278923035
1626.728,But that was just part one of my plan.,neutral,0.9525847434997559
1628.529,There's a part two?,neutral,0.6614993214607239
1629.832,"A good plan has many parts, Joy.",joy,0.8019914627075195
1632.332,"Okay, ladies, we're gonna form your teams",neutral,0.7923666834831238
1634.408,for the rest of camp.,neutral,0.5140062570571899
1635.569,"Now, split yourselves down the middle.",anger,0.7625151872634888
1636.848,"Team one on the right, team two on the left.",neutral,0.9322733879089355
1639.979,Let's do this!,anger,0.8862131237983704
1641.051,"One more time on the same team, right?",neutral,0.7892460227012634
1642.619,Right.,neutral,0.8274133801460266
1645.594,Val wants us.,neutral,0.919274091720581
1646.929,But we promised Bree and Grace.,neutral,0.5679389834403992
1648.704,"Joy, we have to plan for the future.",neutral,0.7384192943572998
1653.175,"Come on, Riley, move. Move those feet!",anger,0.7519655227661133
1655.081,"Val's on team one, you wanna be on team one.",neutral,0.4869680404663086
1656.549,Let's go.,neutral,0.6823216676712036
1657.656,She made a promise to her friends.,disgust,0.5151026844978333
1659.425,She's not gonna break it.,anger,0.6948312520980835
1661.088,"Oh, you're so right, Joy.",joy,0.49060937762260437
1663.06,- [grunts] - [shatters],disgust,0.3611185550689697
1664.229,- What are you doing? - [Anger] Hey!,anger,0.9420648813247681
1666.397,No! You can't have that. Put that back.,anger,0.7644646763801575
1672.014,"Joy, I don't mean to overstep...",neutral,0.5372433066368103
1673.081,- No! - ...but it has to be done.,sadness,0.3768007755279541
1674.146,What are you... No!,surprise,0.5458774566650391
1684.373,[gasps] No...,neutral,0.6345521807670593
1686.072,"I know change is scary, but watch.",fear,0.9537453651428223
1690.618,- I'm so excited. - [gasps],joy,0.928478479385376
1694.256,"All right. Welcome to our team, Michigan.",neutral,0.7247207760810852
1703.003,That is not Riley.,neutral,0.9000344276428223
1704.613,I know. It's a better Riley.,neutral,0.7538893818855286
1706.08,A Riley who won't be alone next year.,sadness,0.8858017325401306
1708.382,We build her a new Sense of Self.,neutral,0.9382247924804688
1710.721,A brand-new her.,neutral,0.45461830496788025
1713.33,"No, no, no!",fear,0.5004587173461914
1714.292,You can't go down there with that.,disgust,0.43404620885849
1715.602,Over my dead flaming body!,anger,0.8287127017974854
1719.475,I am truly sorry.,sadness,0.9702194929122925
1720.981,I was so looking forward to working with you guys.,joy,0.984447717666626
1723.577,"Hey, hey! What do you think you're doing?",joy,0.43017295002937317
1725.321,Get off me!,anger,0.8977124691009521
1726.384,Riley's life is more complex now.,neutral,0.811878502368927
1727.852,It requires more sophisticated emotions than all of you.,neutral,0.9137598872184753
1730.392,"You just aren't what she needs anymore, Joy.",neutral,0.5647433996200562
1732.961,[gasps],neutral,0.8055470585823059
1734.032,"How dare you, madam!",anger,0.9841320514678955
1735.74,You can't just bottle us up!,anger,0.6151641011238098
1737.644,Oh! That's a great idea.,joy,0.8642749786376953
1739.211,- [all grunting] - [Fear] I can't breathe.,fear,0.9427382946014404
1741.484,I can't breathe!,sadness,0.38781893253326416
1742.554,It's not forever.,neutral,0.9565005302429199
1743.682,"It's just until Riley makes varsity,",neutral,0.9660335183143616
1744.894,"or until she turns 18, or maybe forever.",neutral,0.9467279314994812
1746.831,I don't know. We'll have to see.,neutral,0.8382592797279358
1747.961,- Bye! - [Joy] Anxiety!,fear,0.6680677533149719
1749.196,- Riley needs us! - [all clamoring],neutral,0.6472188830375671
1751.833,Okay.,neutral,0.534888744354248
1753.075,"Don't worry, Riley. You're in good hands.",neutral,0.6063550710678101
1754.88,Now let's change everything about you.,anger,0.46361780166625977
1761.218,[Embarrassment grunting],disgust,0.9754408597946167
1763.329,Huh?,surprise,0.9353686571121216
1766.095,[Embarrassment exclaims],disgust,0.947081983089447
1767.367,"Quick question. How do we build a new Riley,",neutral,0.8663477897644043
1769.636,"which I'm loving, by the way, amazing concept,",joy,0.8504513502120972
1772.013,if it took them 13 years to build the old one?,surprise,0.5223367214202881
1775.384,"Well, good news is we're not starting from scratch.",neutral,0.573199450969696
1778.789,I wanna plant one.,joy,0.5783964991569519
1779.993,- Next time. - [groans],neutral,0.9074625968933105
1781.431,[crackling],anger,0.5072534084320068
1787.404,- [twangs] - [Riley echoing] <i>If I'm</i>,neutral,0.8553524017333984
1789.046,"<i>a Fire Hawk, I won't be alone.</i>",sadness,0.8271627426147461
1793.884,[crackling],anger,0.5072534084320068
1797.088,[siren wailing],fear,0.39364203810691833
1798.597,[Sadness crying],sadness,0.9806156754493713
1800.03,"[Anger] No, no, no!",anger,0.9816054701805115
1802.164,Let us out now!,anger,0.43961548805236816
1803.338,"[Disgust] No, stop! Stop! Let us out!",disgust,0.7533441185951233
1806.646,"[Fear] Uh, Joy...",fear,0.7486090660095215
1815.23,[crying] We're gonna be in here forever.,disgust,0.37327367067337036
1818.833,[crying],disgust,0.6300959587097168
1823.377,[Fear gasps] Where are you putting us?,fear,0.9668542146682739
1824.743,The same place we keep all of Riley's secrets.,neutral,0.9494421482086182
1826.983,We're not secrets.,neutral,0.8539600968360901
1828.222,"Oh, yeah, yeah, yeah. ""We're not secrets.",neutral,0.6245372295379639
1829.827,"""We're making a big mistake.""",disgust,0.3842216432094574
1831.392,[Frank] Never heard that before.,surprise,0.8095511794090271
1832.726,- [Frank and Dave laughing] - [vault door shuts],joy,0.5636072754859924
1836.839,We are suppressed emotions!,disgust,0.4951612651348114
1840.011,[Anger] Let us out! Right now!,anger,0.9846408367156982
1841.951,"No, no, no. Riley's gonna be fine.",neutral,0.46558061242103577
1843.917,Totally fine.,neutral,0.4185623824596405
1845.324,"[male voice] Hey, there. You know what we call that?",neutral,0.4221501052379608
1847.956,Denial.,disgust,0.5667622089385986
1849.126,Can you say denial?,neutral,0.44425976276397705
1850.725,"- [all gasp] - Hi, friends.",surprise,0.5269741415977478
1852.702,Welcome. It's so good to have you here with us today.,joy,0.9682439565658569
1856.713,[laughs] It's Bloofy!,joy,0.7095118165016174
1858.643,From that preschool show Riley used to like?,neutral,0.7306876182556152
1860.918,That's right!,anger,0.5435419082641602
1862.153,And here's a little secret.,neutral,0.8105016946792603
1864.66,[Fear exclaims],fear,0.9718010425567627
1865.823,[whispers] Riley still likes the show.,neutral,0.45935264229774475
1868.502,[singing] <i>♪ Stomp like an elephant ♪</i>,neutral,0.814121663570404
1869.764,<i>♪ Scurry like a mouse ♪</i>,fear,0.9432981610298157
1871.366,<i>♪ Make your way down To Bloofy's house! ♪</i>,neutral,0.6474165916442871
1873.777,Please kill me.,anger,0.8102203011512756
1874.981,"Bloofy, we're in a real pickle.",neutral,0.7620247602462769
1877.152,Could you help us get out of here?,neutral,0.6919798851013184
1878.947,Uh-oh. We're gonna need your help.,fear,0.48956218361854553
1881.927,Can you find a way out?,neutral,0.650113582611084
1884.627,- Who are you talking to? - My friends.,surprise,0.8269995450973511
1887.773,Do you see a key?,surprise,0.7374441027641296
1890.975,Hmm.,neutral,0.8234972357749939
1892.11,I don't either.,neutral,0.8884797096252441
1893.818,"Okay, we're doomed.",sadness,0.4748455286026001
1894.886,[male voice 2] Indeed.,neutral,0.8400102853775024
1896.254,Welcome to your eternal fate.,neutral,0.8074879050254822
1899.391,[gasps] Lance Slashblade?,surprise,0.4985034763813019
1901.561,But he's a video game character.,neutral,0.937182605266571
1903.77,Why is he here?,surprise,0.8524176478385925
1905.2,"Yeah, I always thought Riley had a secret crush on him.",neutral,0.6088747978210449
1907.67,I never saw the appeal.,surprise,0.5992463827133179
1909.178,"I long to be a hero,",neutral,0.46469953656196594
1911.414,but darkness haunts my past.,sadness,0.7643658518791199
1914.049,- [all assenting] - [Anger] I get it.,anger,0.9730610847473145
1915.224,I'm in a hundred percent.,neutral,0.6944374442100525
1916.663,[growling],anger,0.3990168273448944
1918.396,- Uh... Who's that? - Oh!,surprise,0.9211525917053223
1920.204,That's Riley's Deep Dark Secret.,neutral,0.720433235168457
1922.975,What... What is the secret?,surprise,0.6193934679031372
1925.815,You don't wanna know.,disgust,0.33222395181655884
1927.013,"Riley's secrets,",neutral,0.7998997569084167
1928.354,a rogue emotion has taken over Headquarters.,neutral,0.4885910451412201
1930.753,"Now, if you could just open the jar...",neutral,0.86505526304245
1932.919,"Hey, kids, let's learn some Latin.",neutral,0.45249322056770325
1934.967,Do you know <i>quid pro quo?</i>,neutral,0.7713830471038818
1936.904,"We get you out of that jar,",neutral,0.8833531737327576
1938.371,then you get us out of this safe.,neutral,0.5168356895446777
1940.204,"No, Bloofy.",neutral,0.875389575958252
1941.344,Their destiny is not ours to change.,neutral,0.9136231541633606
1944.083,"We were all banished here,",sadness,0.5696717500686646
1945.854,"deemed unfit, worthless.",sadness,0.41522306203842163
1948.488,[gasps] Don't you dare say that.,anger,0.9376097917556763
1950.428,You do not deserve to be thrown away.,anger,0.8646411299705505
1952.758,"Uh, one second, Lance.",neutral,0.8970903754234314
1954.028,Don't you remember his power move?,surprise,0.3353378176689148
1956.4,"- [video game sounds beeping] - I'm coming for you, Riley!",neutral,0.4370404779911041
1958.076,"Oh, yeah? Watch this!",anger,0.451020747423172
1960.08,[video game chiming],neutral,0.6793901920318604
1961.818,[Riley] Come on!,anger,0.5150564312934875
1962.947,"You listen to me, Lance Slashblade.",neutral,0.705594003200531
1965.091,No one is totally worthless.,neutral,0.5541753172874451
1966.693,But I am a warrior cursed with a feeble attack.,sadness,0.5697730779647827
1970.127,Then you must make your curse your gift.,anger,0.8046507239341736
1974.571,"Shield yourself, my friends,",anger,0.7777240872383118
1976.543,for I shall set you all free!,anger,0.786949098110199
1979.952,[Lance grunting],disgust,0.6149311661720276
1983.994,"Hey, little help?",surprise,0.22672134637832642
1985.06,[growls],neutral,0.8287100195884705
1987.263,[glass shatters],anger,0.6927156448364258
1988.499,"Great job, Dark Secret.",joy,0.6015331745147705
1990.004,[grunts],neutral,0.6844353079795837
1991.077,Now it's your turn to help us.,neutral,0.8648515939712524
1992.91,My pouch has just the thing to get us out of here.,neutral,0.9231521487236023
1995.91,"Everybody say, ""Oh, Pouchy!""",anger,0.49519088864326477
2000.29,"[all] Oh, Pouchy!",surprise,0.6510369181632996
2002.56,[♪ amusing music plays],joy,0.9668135643005371
2005.005,"Hi, everybody. I'm Pouchy.",neutral,0.6312189102172852
2007.504,"Pouchy, we need to escape.",neutral,0.5161805748939514
2009.347,Do you have anything that can help us?,neutral,0.7968210577964783
2011.213,I have lots of items.,neutral,0.9097098112106323
2012.881,Which one do you think will work the best?,neutral,0.8346512317657471
2015.252,"A tomato,",neutral,0.6774023771286011
2016.76,"a frog,",neutral,0.790773332118988
2018.029,or exploding dynamite?,surprise,0.3904816806316376
2020.198,"Oh, for crying out loud.",sadness,0.7352454662322998
2022.068,[explosion],surprise,0.4956144690513611
2023.899,"Yay! We did it, everyone!",joy,0.8079788684844971
2026.11,Let's all sing,neutral,0.7599158883094788
2027.272,"the ""We did it"" song. [inhales deeply]",neutral,0.5033019185066223
2028.918,[all] No time!,anger,0.6390402913093567
2030.421,"Thank you, friends. I must... [grunts]",joy,0.5531571507453918
2032.849,I must be leaving you.,sadness,0.9106580018997192
2035.162,What about Dark Secret?,neutral,0.8793231844902039
2038.704,Not yet.,neutral,0.9466041326522827
2041.806,"Yeah, that's probably best for everybody.",neutral,0.8612014055252075
2043.811,[Dave] Hey! Who let you out? Get back in there!,surprise,0.5069686770439148
2046.275,"- Oh, boy. - What are we gonna do?",surprise,0.34094399213790894
2047.988,"Oh, disgusted one,",disgust,0.9887266755104065
