line,emotion,score
[gasps],neutral,0.8055470585823059
"[Disgust] <i>Guys,",disgust,0.977988600730896
these are high-schoolers.</i>,neutral,0.936734139919281
- Oh...,neutral,0.4620295763015747
- We do not wanna be,sadness,0.7004125714302063
"red and puffy, do we?",sadness,0.3995991349220276
No.,neutral,0.8298872113227844
"Don't worry,",fear,0.6456058025360107
we'll have plenty of time,neutral,0.953683078289032
to think about this after camp.,fear,0.3829989731311798
"<i>Now, where did",neutral,0.5863419771194458
Bree and Grace go?</i>,neutral,0.7739555835723877
- Oh! There they are.,surprise,0.9167691469192505
- Wait.,neutral,0.9431381225585938
Aren't those traitors,neutral,0.5757366418838501
dead to us?,surprise,0.443366140127182
Our best friends?,surprise,0.5087841749191284
[scoffs] No.,neutral,0.6388070583343506
[girl] Whoa! Hey!,surprise,0.5790343284606934
Are you okay?,anger,0.5183189511299133
[gasps] Everybody act regular.,neutral,0.8947263360023499
It's Valentina Ortiz.,neutral,0.8407630324363708
- Ah!,surprise,0.6138661503791809
- We gotta say something.,neutral,0.39744290709495544
- Uh...,neutral,0.8560205698013306
- Hey.,joy,0.7264200448989868
- Hi. I'm Val...,neutral,0.5834072828292847
- I know.,neutral,0.5401020646095276
"You're the varsity captain,",neutral,0.7706099152565002
you set the all-time,neutral,0.6731073260307312
"goal record as a junior,",neutral,0.5147832632064819
"your favorite color's red,",neutral,0.5476110577583313
and your skates...,neutral,0.6072589755058289
What are we saying?,surprise,0.6577214598655701
We are so uncool.,disgust,0.7705867290496826
Why are we,neutral,0.5491145849227905
still holding her hand?,surprise,0.673987090587616
Just like me.,neutral,0.9421114325523376
"[gasps, chuckles nervously]",fear,0.9410679340362549
"Oh, you're the one",surprise,0.743712306022644
Coach told us about.,neutral,0.8157235980033875
"Riley, from Michigan, right?",neutral,0.7715418934822083
"- It's Minnesota, sweetie.",joy,0.7190018892288208
"- No, no, no.",neutral,0.41071876883506775
We cannot correct Val Ortiz.,neutral,0.44924888014793396
"[laughs] Yeah, that's me.",neutral,0.6160944104194641
Riley from good old Michigan.,neutral,0.843093991279602
Orange?,surprise,0.7817885279655457
Who made the console orange?,neutral,0.8273826837539673
- Do I look orange?,surprise,0.5721052885055542
- I didn't touch it.,neutral,0.4062270522117615
- Orange is not my color.,neutral,0.6941472291946411
- Not me.,neutral,0.6722089052200317
"- Hello, everybody.",neutral,0.6861406564712524
- [all scream],anger,0.6491497159004211
"Oh, my gosh. I am just",surprise,0.9126205444335938
such a huge fan of yours.,joy,0.48095443844795227
"And now, here I am,",neutral,0.5514053702354431
"meeting you, face to face.",joy,0.6574448943138123
[squeals],neutral,0.6082695722579956
Okay. How can I help?,fear,0.7303223609924316
- Uh... [exclaims],neutral,0.8457189202308655
"- I can take notes,",neutral,0.9148741364479065
"get coffee, manage your",neutral,0.8592271208763123
"calendar, walk your dog,",neutral,0.8548992276191711
"carry your things,",neutral,0.8810913562774658
watch you sleep.,neutral,0.8004733920097351
Wow! You have a lot of energy.,surprise,0.9647763967514038
[chuckles],neutral,0.7589215636253357
Maybe you could just,neutral,0.9669714570045471
stay in one place.,neutral,0.9439700841903687
Anything.,neutral,0.673428475856781
"Just call my name,",neutral,0.9615257382392883
and I am here for you.,joy,0.5797567963600159
"Okay, love that.",neutral,0.38171201944351196
- And what was your name again?,surprise,0.8697017431259155
- Oh.,neutral,0.35709428787231445
I'm sorry.,sadness,0.9113796353340149
I can get ahead of myself.,neutral,0.5476058721542358
I'm Anxiety.,fear,0.9759105443954468
I'm one of Riley's new emotions.,neutral,0.5173017978668213
And we are just,neutral,0.9515349864959717
super-jazzed to be here.,joy,0.8725070953369141
Where can I put my stuff?,anger,0.4184257984161377
Uh-uh-uh.,neutral,0.3620429039001465
"What do you mean ""we""?",surprise,0.634416401386261
[female voice sighs,neutral,0.43610596656799316
in exasperation],anger,0.9011277556419373
[female voice] I wish I was as,surprise,0.5076810121536255
tall as all of you. [grunts],neutral,0.6777631044387817
- Who the heck are you?,surprise,0.8798209428787231
"- [grunting, panting]",sadness,0.4349900484085083
I'm Envy.,neutral,0.8872291445732117
Oh! Look at your hair.,disgust,0.5493062138557434
"- Oh, yeah, not happening.",sadness,0.58709317445755
- [gasps],neutral,0.6995549201965332
Look at her hair!,disgust,0.4868973195552826
We need hair like that.,neutral,0.8989781737327576
"Oh, my gosh.",surprise,0.8497796058654785
I love the red in your hair.,joy,0.9109447002410889
- Oh...,neutral,0.4620295763015747
- [Disgust gasps],disgust,0.9820622801780701
What are you doing?,surprise,0.6313465237617493
"Hey, maybe when I make the team,",neutral,0.39810243248939514
"I can join Team Redhead, too!",joy,0.8724255561828613
"Yeah, yeah.",neutral,0.5973880887031555
[whimpers],disgust,0.4033295214176178
[gasps],neutral,0.8055470585823059
"Okay, who's this guy?",surprise,0.40555766224861145
"What's your name, big fella?",surprise,0.7050175666809082
That's Embarrassment.,disgust,0.9706189036369324
He's not really big,neutral,0.7309632897377014
"on eye contact,",neutral,0.3549351990222931
"or uh, like, good talking,",joy,0.4575975239276886
but he's a really sweet guy.,joy,0.7314702868461609
"Well, welcome to Headquarters,",neutral,0.8164938688278198
Embarrassment.,disgust,0.9820422530174255
"Oh, we're doing a... No.",neutral,0.3546305000782013
"No, going high. Oh.",neutral,0.2150508463382721
You got a real sweaty palm,neutral,0.5443966388702393
"there, buddy. [chuckles]",neutral,0.5442148447036743
[Embarrassment whimpering],disgust,0.9481859803199768
"Hey, do you wanna",neutral,0.4902459383010864
"come with me, actually?",surprise,0.7500855326652527
You can meet some of,neutral,0.8486721515655518
the other Fire Hawks.,neutral,0.8072118163108826
"[Anxiety] <i>Ooh, this is exciting.</i>",fear,0.968893826007843
But we can't let her know,sadness,0.7268146276473999
we're excited.,joy,0.8317227959632874
"Yeah, sounds good.",joy,0.8812758326530457
What emotion was that?,neutral,0.590755045413971
That's Ennui.,neutral,0.9245607256889343
- An-what?,surprise,0.9241408109664917
- [female voice 2 sighs],neutral,0.5076966285705566
Ennui.,neutral,0.8772345185279846
It's what you would call,neutral,0.9389775991439819
the boredom.,sadness,0.8893826007843018
"Well, come on up here, An-wer.",neutral,0.816725492477417
Am I saying it right?,neutral,0.3601780831813812
An-wah. No.,disgust,0.4844794273376465
"Oh, nicknames!",surprise,0.7887016534805298
I'm gonna call you Wee-Wee.,joy,0.43532755970954895
No.,neutral,0.8298872113227844
How are you driving?,surprise,0.45887571573257446
- Console app.,neutral,0.8504778742790222
- [beeps],joy,0.561002254486084
Hey! Stop it! That's enough.,anger,0.9410964250564575
"Now, now, I know new emotions",neutral,0.7986226081848145
can sometimes feel,sadness,0.9679188132286072
"unhelpful at first,",sadness,0.546116828918457
and you just wanna...,neutral,0.7449906468391418
[grunting],disgust,0.5870199203491211
"say to them,",neutral,0.9009851813316345
"""Why are you so annoying?""",anger,0.6397084593772888
But I've learned that every,neutral,0.9301358461380005
emotion is good for Riley.,neutral,0.40015754103660583
- Even this turkey.,neutral,0.5561111569404602
- [Sadness chuckles],sadness,0.9554707407951355
"Okay, fine.",anger,0.461204469203949
[Ennui sighs],sadness,0.6189755797386169
Cool. Lead the way.,neutral,0.8354322910308838
All right. Grab your stuff,neutral,0.6820410490036011
and follow me.,neutral,0.8668796420097351
"[Sadness] <i>Oh, but what about",sadness,0.9799599647521973
our friends?</i>,surprise,0.6428192853927612
[Envy] <i>Val is our future.</i>,neutral,0.8223474621772766
"Yes, I agree completely.",neutral,0.7907032370567322
We need new friends or else,neutral,0.5821511149406433
we'll be totally alone,sadness,0.9750586748123169
in high school.,fear,0.5806775093078613
"- Right, Joy?",neutral,0.48795703053474426
- Well...,neutral,0.6770269274711609
"- I mean, maybe, um...",neutral,0.5254866480827332
- Here we go!,joy,0.5293809175491333
Wait up.,neutral,0.892443060874939
Thanks for showing me around.,joy,0.7620713114738464
"Wait, why did you do that?",surprise,0.8070932626724243
Sorry. What did I do?,sadness,0.48750829696655273
We just left,neutral,0.946130096912384
our best friends behind.,joy,0.4968547821044922
But what about the new ones,neutral,0.7385990023612976
that we're about to meet?,surprise,0.6706536412239075
No. Okay.,neutral,0.39805111289024353
These next three days need,neutral,0.9354326128959656
to be about Bree and Grace.,joy,0.7899228930473328
"Joy, the next three days",joy,0.8772170543670654
could determine,neutral,0.5380620956420898
the next four years,neutral,0.8121514916419983
of our lives.,sadness,0.41369009017944336
"[chuckles] Now, I think that's",neutral,0.7041944265365601
overstating things a bit.,neutral,0.7982462048530579
"Ooh, la, la.",surprise,0.4348503649234772
Joy is so old school.,neutral,0.677157998085022
What?,surprise,0.9222372174263
"Look, we all have a job to do.",neutral,0.4059414267539978
"You make Riley happy,",joy,0.8415657877922058
"Sadness makes her sad,",sadness,0.9839420914649963
Fear protects her from,fear,0.9668605923652649
"the scary stuff she can see,",fear,0.9834170937538147
and my job is to protect her,anger,0.55359947681427
from the scary stuff,fear,0.9918312430381775
she can't see.,surprise,0.7327356338500977
I plan for the future.,fear,0.3798741400241852
"Oh, I can show you.",neutral,0.5590667724609375
You're gonna love this.,joy,0.44380468130111694
[console beeps],neutral,0.8115078806877136
I was using that,neutral,0.8569271564483643
as a cup holder.,neutral,0.4937586486339569
"Okay, so my team",neutral,0.5508527159690857
"has run all the data,",neutral,0.8800716400146484
and we're looking,neutral,0.8195731043815613
at the following,neutral,0.890030026435852
likely scenarios.,neutral,0.667188286781311
"First, we don't take",neutral,0.7145548462867737
"this camp seriously,",surprise,0.5197364091873169
and we goof off,neutral,0.607414722442627
with Bree and Grace.,neutral,0.4893163740634918
Riley looks really uncool,disgust,0.7369747757911682
in front of Val.,fear,0.4594723582267761
"She fails to impress the coach,",disgust,0.5260769128799438
"does not become a Fire Hawk,",neutral,0.863521158695221
and finally arrives,joy,0.41988450288772583
at high school.,fear,0.5548695921897888
- She has no one.,sadness,0.5398049354553223
- [bell ringing],neutral,0.7590283155441284
"She eats alone,",sadness,0.719851553440094
and only the teachers,neutral,0.7479569315910339
- know her name.,neutral,0.844526469707489
- Ew.,disgust,0.7796267867088318
"Okay, you and I",neutral,0.649644136428833
are gonna be friends.,joy,0.6008701920509338
"Oh, this is a sad story.",sadness,0.9726958870887756
It's a ridiculous story.,disgust,0.7372934818267822
"Look, again, love the energy,",neutral,0.32072874903678894
but you're being silly.,anger,0.5169814825057983
None of this,neutral,0.7858026027679443
will actually happen.,surprise,0.5788662433624268
Right. Whatever you say.,neutral,0.5936927199363708
- You're the boss. [chuckles],neutral,0.39898231625556946
- [female voice 3] Oh...,surprise,0.4678894281387329
Remember when we all finally,neutral,0.6241535544395447
came up to Headquarters?,surprise,0.6450487971305847
"That was like 30 seconds ago,",neutral,0.5379886031150818
Nostalgia.,sadness,0.5792878866195679
"Yeah, those were the days.",neutral,0.8654291033744812
"Nostalgia, you aren't supposed",surprise,0.4649856388568878
to be here yet.,surprise,0.4665481150150299
"You still have about 10 years,",neutral,0.9367218017578125
"two graduations,",neutral,0.7033487558364868
and a best friend's wedding,joy,0.6936707496643066
"before you're invited,",neutral,0.820573091506958
but I will keep you,neutral,0.6839728951454163
"in the loop, I promise.",neutral,0.7514699697494507
- [Valentina] <i>All right...</i>,neutral,0.7000711560249329
"- Hey, hey...",joy,0.89947509765625
"- <i>you ready, Riley?</i>",neutral,0.6132422089576721
- everybody focus!,joy,0.4248407483100891
Val is leading us,neutral,0.5336135029792786
into their holy inner sanctum!,surprise,0.6262393593788147
- And here we are!,joy,0.4845025837421417
- [indistinct chatter],neutral,0.8050636649131775
[Envy] <i>These girls are so cool!</i>,joy,0.8902036547660828
[Disgust] <i>And older.</i>,disgust,0.973846971988678
We are not changing,neutral,0.9441757798194885
in front of them.,anger,0.379120796918869
It's fine!,anger,0.6976054310798645
<i>Locker rooms are places,neutral,0.8841418623924255
of mutual respect.</i>,disgust,0.40362051129341125
"Hey, come on! I want you to",anger,0.6080203056335449
meet the other Fire Hawks.,neutral,0.799705982208252
"- Hey, girl!",joy,0.8760414719581604
- What's up?,surprise,0.8762646913528442
Hey.,neutral,0.4196593165397644
Riley is from Michigan.,neutral,0.9250047206878662
"Okay, we're stuck with that.",neutral,0.65972501039505
"Oh, Cool. Where in Michigan",neutral,0.6001940965652466
are you from?,surprise,0.6844914555549622
- Uh...,neutral,0.8560205698013306
"- Oh, no. What now?",surprise,0.7632819414138794
"Okay, looks like",neutral,0.8829237222671509
we're committing to this.,neutral,0.8678105473518372
Cities in Michigan...,neutral,0.7977036833763123
We need to make something up.,neutral,0.8633807301521301
I'm from all over.,neutral,0.8094106912612915
Nice. See you out there.,joy,0.8733969330787659
"Hey, you wanna sit with us?",joy,0.30359983444213867
[Anxiety],fear,0.9351552128791809
"<i>Oh, she wants to sit with us.</i>",neutral,0.6533933877944946
[gasps],neutral,0.8055470585823059
Everything is beautiful!,joy,0.8934699296951294
There's not enough room,sadness,0.5670880675315857
for Bree and Grace.,sadness,0.4919806122779846
Oh! Let's go sit over there.,anger,0.3345562219619751
I was gonna go save seats,sadness,0.5433756113052368
for my friends.,sadness,0.47988852858543396
But thanks anyway.,neutral,0.5078474283218384
Oh. Uh... Yeah. Okay.,neutral,0.5209012031555176
No worries.,neutral,0.6869695782661438
See? Was that so hard?,surprise,0.7705914378166199
No. You're totally right.,neutral,0.5506791472434998
That decision's,neutral,0.8285593390464783
not gonna haunt us,fear,0.8902187943458557
for the rest,neutral,0.9431710839271545
of our lives at all.,neutral,0.7221682071685791
- [Bree] No way!,anger,0.5229801535606384
- Bree and Grace!,joy,0.5945721864700317
- There you are.,neutral,0.7059167623519897
- Riley.,neutral,0.7595741748809814
Time to celebrate!,joy,0.8878876566886902
"- Say, ""awooga""!",neutral,0.49952277541160583
- [both] Awooga!,joy,0.48899874091148376
"Okay, ladies.",disgust,0.4303285479545593
Let's all settle in.,neutral,0.8931118845939636
"[babbling, chuckling]",joy,0.6255549192428589
"- Uh, Joy?",surprise,0.742171585559845
"- Wait, wait, wait.",neutral,0.8293469548225403
- [coach] Ladies!,joy,0.8587653636932373
- [girls gasp],surprise,0.3916340172290802
Settle in means settle down.,neutral,0.8634251356124878
I need your focus.,neutral,0.8156080842018127
Which means now I'm going,neutral,0.7370799779891968
to need your cell phones.,neutral,0.8157383799552917
All of 'em.,neutral,0.7576104998588562
"[girl] Wait, what?",surprise,0.6964110136032104
Are you serious?,surprise,0.38860270380973816
[tuts] You're here,surprise,0.2940498888492584
"to work, not goof around.",neutral,0.734851062297821
"Got that, Andersen?",surprise,0.6917534470558167
"Yes, Coach.",neutral,0.8163255453109741
Please put all your phones,neutral,0.7587048411369324
in the basket.,neutral,0.40229281783103943
You get them back,neutral,0.8788524270057678
at the end of camp.,sadness,0.6990960240364075
Wow. Coach is so serious.,surprise,0.9570141434669495
"Joy, I'm just curious.",surprise,0.8895239233970642
"Maybe, um, I could help...",neutral,0.3736298978328705
Thank you. Not now.,neutral,0.8248368501663208
"I know, right? [laughs]",joy,0.4244430363178253
[all chuckling],joy,0.5454065203666687
Oh. [chuckles],surprise,0.44028428196907043
You think this is funny?,joy,0.398820698261261
"Uh-huh. Well, you know",neutral,0.49039146304130554
what else is funny?,surprise,0.6564486622810364
Skating lines.,neutral,0.8627985119819641
"- Now hit the ice, ladies.",neutral,0.7959035634994507
- [all groaning],neutral,0.4187982678413391
"- Great job, Michigan.",joy,0.8255988955497742
"- Thanks a lot, new girl.",joy,0.875260055065155
[girl 1] Just make her do it.,neutral,0.678619921207428
"[sighs] Bravo, Joy.",sadness,0.5239282846450806
She's totally fitting in now.,neutral,0.7551299333572388
"Oh, thanks so much, Wee-Wee.",joy,0.8791038990020752
[all panting],neutral,0.8243140578269958
"You're lagging behind, Andersen!",anger,0.5173985958099365
- Skate harder!,neutral,0.42115744948387146
- [player] This is the worst.,disgust,0.9829282164573669
[whistle blows],anger,0.6146985292434692
"All right, ladies,",neutral,0.6963520050048828
take a breather.,neutral,0.6831944584846497
Then we'll divide into teams.,neutral,0.9368730783462524
[breathing heavily],disgust,0.7270299196243286
[Fire Hawk player],neutral,0.9377244114875793
"Oh, that Michigan girl",surprise,0.6610507965087891
- is off to a rough start.,sadness,0.8572201132774353
"- [Anxiety] <i>Oh, no.</i>",fear,0.9683400392532349
Are they talking about us?,surprise,0.4486384093761444
"Yeah, there's no way",disgust,0.30153805017471313
Coach is putting her,disgust,0.6242198944091797
on the team if she can't,sadness,0.7848280072212219
get it together.,neutral,0.7679829597473145
"Uh, okay, Dani,",neutral,0.515448272228241
like you had it all together,neutral,0.8643360733985901
when you were a freshman?,surprise,0.5233079195022583
I wasn't that immature.,neutral,0.45433536171913147
"[Sofia] Dani, you stuck straws",anger,0.4013618230819702
up your nose. Like last night.,neutral,0.36672312021255493
[Embarrassment groaning],disgust,0.9823182821273804
[grunting],disgust,0.5870199203491211
"Aw. I got you, big guy.",disgust,0.27497944235801697
- [sobbing],sadness,0.49703696370124817
- [Envy] Oh.,surprise,0.5035361051559448
I always wanted people to talk,neutral,0.6197844743728638
"about us, but not like this.",disgust,0.5385852456092834
"Oh, Joy, what do we do now?",surprise,0.5523607134819031
Um...,neutral,0.8881747722625732
"We can just, um...",neutral,0.8488852977752686
I have an idea.,neutral,0.530034065246582
Okay.,neutral,0.534888744354248
"If we can get Val on our side,",neutral,0.8938330411911011
everything will be great.,joy,0.6378845572471619
"Uh, Val?",surprise,0.622001588344574
"Oh, hey, Riley. What's up?",joy,0.27731913328170776
"Uh, I-I...",fear,0.4537348449230194
I'm so sorry.,sadness,0.9676152467727661
I didn't mean to get,anger,0.40117281675338745
the whole team skating lines.,neutral,0.6231609582901001
I feel terrible.,sadness,0.9198814630508423
I respect you so much.,anger,0.39938756823539734
I would never do anything,fear,0.465970516204834
to mess you up.,anger,0.5838527083396912
"Uh, that's laying it on",neutral,0.9586039781570435
"a bit thick, don't you think?",surprise,0.5366204380989075
- [shushes] Joy.,joy,0.9289472103118896
"- <i>You're a great hockey player,</i>",joy,0.7561502456665039
and you lead the team,neutral,0.6956803202629089
"so amazingly,",surprise,0.8786433339118958
and I really,surprise,0.9060412049293518
look up to you and...,neutral,0.47243815660476685
"Okay, okay. Thanks. [chuckles]",neutral,0.5005114078521729
"Listen, Coach was pretty hard",neutral,0.4135094881057739
"on you today,",neutral,0.6126999258995056
but that's not a bad thing.,disgust,0.8498755097389221
It means you're on her radar.,neutral,0.9339777231216431
Really?,surprise,0.9695847630500793
"Listen, I'm glad you came",joy,0.9571440815925598
to talk with me.,joy,0.6951216459274292
"Hey, let's try to be on",neutral,0.5469368100166321
"the same team later, okay?",neutral,0.5735697746276855
"Oh, yeah. Cool.",neutral,0.4592839777469635
- [sighs wearily],sadness,0.6421017646789551
- Wow.,surprise,0.9553030729293823
- [Ennui] Good job. Wow.,surprise,0.9253570437431335
- I wish I could do that.,sadness,0.8415489792823792
"You guys, I mean,",disgust,0.5611353516578674
it really wasn't anything.,neutral,0.6321867108345032
I'm just trying to help.,neutral,0.8308970928192139
I agree.,neutral,0.7610316276550293
"Great job, Anxiety.",fear,0.759739339351654
"I stepped back, you stepped in,",fear,0.6873487830162048
"you got Riley back on track,",neutral,0.6527279019355774
now I'm ready to step back in.,neutral,0.7092780470848083
But that was just,neutral,0.9491103887557983
part one of my plan.,neutral,0.36672258377075195
There's a part two?,neutral,0.6614993214607239
"A good plan has many parts, Joy.",joy,0.8019914627075195
"Okay, ladies,",neutral,0.4686984717845917
we're gonna form your teams,neutral,0.90089350938797
for the rest of camp.,neutral,0.5140062570571899
"Now, split yourselves",anger,0.9229539036750793
down the middle.,neutral,0.7156060338020325
"Team one on the right,",neutral,0.8459007143974304
team two on the left.,neutral,0.8326929807662964
Let's do this!,anger,0.8862131237983704
One more time,neutral,0.9332939982414246
"on the same team, right?",neutral,0.7257712483406067
Right.,neutral,0.8274133801460266
Val wants us.,neutral,0.919274091720581
But we promised Bree and Grace.,neutral,0.5679389834403992
"Joy, we have to",joy,0.7833925485610962
plan for the future.,neutral,0.8510899543762207
"Come on, Riley, move.",neutral,0.4072157144546509
Move those feet!,anger,0.7496016025543213
"Val's on team one,",neutral,0.9421124458312988
you wanna be on team one.,sadness,0.4204469621181488
Let's go.,neutral,0.6823216676712036
She made a promise,neutral,0.8088571429252625
to her friends.,disgust,0.5959546566009521
She's not gonna break it.,anger,0.6948312520980835
"Oh, you're so right, Joy.",joy,0.49060937762260437
- [grunts],neutral,0.6446436643600464
- [shatters],anger,0.2524888813495636
- What are you doing?,surprise,0.8698186874389648
- [Anger] Hey!,anger,0.9759121537208557
No! You can't have that.,anger,0.6885682344436646
Put that back.,neutral,0.9090756177902222
"Joy, I don't mean to overstep...",neutral,0.5372433066368103
- No!,anger,0.33834823966026306
- ...but it has to be done.,neutral,0.718985378742218
What are you... No!,surprise,0.5458774566650391
[gasps] No...,neutral,0.6345521807670593
"I know change is scary,",fear,0.9836599826812744
but watch.,neutral,0.5165417194366455
- I'm so excited.,joy,0.9035441875457764
- [gasps],neutral,0.6995549201965332
All right.,neutral,0.6785576343536377
"Welcome to our team, Michigan.",neutral,0.4621295630931854
That is not Riley.,neutral,0.9000344276428223
I know. It's a better Riley.,neutral,0.7538893818855286
A Riley who won't be alone,sadness,0.8703303933143616
next year.,neutral,0.9444277286529541
We build her,neutral,0.9336598515510559
a new Sense of Self.,surprise,0.49551019072532654
A brand-new her.,neutral,0.45461830496788025
"No, no, no!",fear,0.5004587173461914
You can't go down there,sadness,0.39681506156921387
with that.,neutral,0.9146125912666321
Over my dead flaming body!,anger,0.8287127017974854
I am truly sorry.,sadness,0.9702194929122925
I was so looking forward,joy,0.518494188785553
to working with you guys.,joy,0.7805070281028748
"Hey, hey! What do you think",joy,0.7210973501205444
you're doing?,surprise,0.8136910796165466
Get off me!,anger,0.8977124691009521
Riley's life,sadness,0.82979816198349
is more complex now.,surprise,0.5342827439308167
It requires more sophisticated,neutral,0.9230763912200928
emotions than all of you.,sadness,0.4657857120037079
You just aren't what,surprise,0.6298046112060547
"she needs anymore, Joy.",neutral,0.633244514465332
[gasps],neutral,0.8055470585823059
"How dare you, madam!",anger,0.9841320514678955
You can't just bottle us up!,anger,0.6151641011238098
Oh! That's a great idea.,joy,0.8642749786376953
- [all grunting],neutral,0.6492214202880859
- [Fear] I can't breathe.,fear,0.9833627939224243
I can't breathe!,sadness,0.38781893253326416
It's not forever.,neutral,0.9565005302429199
It's just,neutral,0.9593386650085449
"until Riley makes varsity,",neutral,0.5483219623565674
"or until she turns 18,",neutral,0.901224672794342
or maybe forever.,neutral,0.9528914093971252
I don't know.,surprise,0.6272881031036377
We'll have to see.,neutral,0.9169425964355469
- Bye!,joy,0.7262669205665588
- [Joy] Anxiety!,fear,0.847148597240448
- Riley needs us!,joy,0.3477216958999634
- [all clamoring],neutral,0.8591998815536499
Okay.,neutral,0.534888744354248
"Don't worry, Riley.",fear,0.6147582530975342
You're in good hands.,neutral,0.7073691487312317
Now let's change,neutral,0.9111740589141846
everything about you.,neutral,0.7671917676925659
[Embarrassment grunting],disgust,0.9754408597946167
Huh?,surprise,0.9353686571121216
[Embarrassment exclaims],disgust,0.947081983089447
Quick question. How do we,neutral,0.8275505304336548
"build a new Riley,",neutral,0.9307183027267456
"which I'm loving, by the way,",joy,0.8949928879737854
"amazing concept,",surprise,0.43708449602127075
if it took them 13 years,surprise,0.4963555335998535
to build the old one?,surprise,0.6233226656913757
"Well, good news is we're not",neutral,0.585096001625061
starting from scratch.,neutral,0.42831113934516907
I wanna plant one.,joy,0.5783964991569519
- Next time.,neutral,0.8606635332107544
- [groans],neutral,0.8679100871086121
[crackling],anger,0.5072534084320068
- [twangs],neutral,0.8177772760391235
- [Riley echoing] <i>If I'm</i>,neutral,0.7290356159210205
"<i>a Fire Hawk, I won't be alone.</i>",sadness,0.8271627426147461
[crackling],anger,0.5072534084320068
[siren wailing],fear,0.39364203810691833
[Sadness crying],sadness,0.9806156754493713
"[Anger] No, no, no!",anger,0.9816054701805115
Let us out now!,anger,0.43961548805236816
"[Disgust] No, stop!",disgust,0.9237333536148071
Stop! Let us out!,anger,0.925818920135498
"[Fear] Uh, Joy...",fear,0.7486090660095215
[crying] We're gonna,disgust,0.3004356622695923
be in here forever.,neutral,0.930746853351593
[crying],disgust,0.6300959587097168
[Fear gasps],fear,0.9585325121879578
Where are you putting us?,anger,0.33651435375213623
The same place we keep,neutral,0.9596273899078369
all of Riley's secrets.,neutral,0.8575050830841064
We're not secrets.,neutral,0.8539600968360901
"Oh, yeah, yeah, yeah.",neutral,0.5342933535575867
"""We're not secrets.",neutral,0.8572806119918823
"""We're making a big mistake.""",disgust,0.3842216432094574
[Frank] Never heard that before.,surprise,0.8095511794090271
- [Frank and Dave laughing],joy,0.7581852674484253
- [vault door shuts],neutral,0.3082379996776581
We are suppressed emotions!,disgust,0.4951612651348114
[Anger] Let us out! Right now!,anger,0.9846408367156982
"No, no, no.",fear,0.33110928535461426
Riley's gonna be fine.,neutral,0.6045137643814087
Totally fine.,neutral,0.4185623824596405
"[male voice] Hey, there.",joy,0.4254036247730255
You know what we call that?,neutral,0.4406227767467499
Denial.,disgust,0.5667622089385986
Can you say denial?,neutral,0.44425976276397705
- [all gasp],surprise,0.3052143454551697
"- Hi, friends.",joy,0.7537276148796082
Welcome. It's so good to have,joy,0.9766789078712463
you here with us today.,neutral,0.754227340221405
[laughs] It's Bloofy!,joy,0.7095118165016174
From that preschool show,neutral,0.8165304064750671
Riley used to like?,neutral,0.6120414137840271
That's right!,anger,0.5435419082641602
And here's a little secret.,neutral,0.8105016946792603
[Fear exclaims],fear,0.9718010425567627
[whispers],neutral,0.675653874874115
Riley still likes the show.,neutral,0.5283541083335876
[singing],neutral,0.6573052406311035
<i>♪ Stomp like an elephant ♪</i>,neutral,0.8152173757553101
<i>♪ Scurry like a mouse ♪</i>,fear,0.9432981610298157
<i>♪ Make your way down,neutral,0.9340152144432068
To Bloofy's house! ♪</i>,joy,0.5792408585548401
Please kill me.,anger,0.8102203011512756
"Bloofy, we're in a real pickle.",neutral,0.7620247602462769
Could you help us,neutral,0.7677493691444397
get out of here?,anger,0.6267058849334717
Uh-oh.,fear,0.6633704304695129
We're gonna need your help.,sadness,0.4411831200122833
Can you find a way out?,neutral,0.650113582611084
- Who are you talking to?,surprise,0.9144871234893799
- My friends.,joy,0.7734695076942444
Do you see a key?,surprise,0.7374441027641296
Hmm.,neutral,0.8234972357749939
I don't either.,neutral,0.8884797096252441
"Okay, we're doomed.",sadness,0.4748455286026001
[male voice 2] Indeed.,neutral,0.8400102853775024
Welcome to your eternal fate.,neutral,0.8074879050254822
[gasps] Lance Slashblade?,surprise,0.4985034763813019
But he's a video game character.,neutral,0.937182605266571
Why is he here?,surprise,0.8524176478385925
"Yeah, I always thought Riley",neutral,0.9105634093284607
had a secret crush on him.,disgust,0.7613447308540344
I never saw the appeal.,surprise,0.5992463827133179
"I long to be a hero,",neutral,0.46469953656196594
but darkness haunts my past.,sadness,0.7643658518791199
- [all assenting],neutral,0.5268475413322449
- [Anger] I get it.,anger,0.9705952405929565
I'm in a hundred percent.,neutral,0.6944374442100525
[growling],anger,0.3990168273448944
- Uh... Who's that?,surprise,0.9316434264183044
- Oh!,surprise,0.837171196937561
That's Riley's Deep Dark Secret.,neutral,0.720433235168457
What... What is the secret?,surprise,0.6193934679031372
You don't wanna know.,disgust,0.33222395181655884
"Riley's secrets,",neutral,0.7998997569084167
a rogue emotion,neutral,0.5488578677177429
has taken over Headquarters.,neutral,0.6683350801467896
"Now, if you could just",neutral,0.84710294008255
open the jar...,neutral,0.7330866456031799
"Hey, kids,",joy,0.6577860116958618
let's learn some Latin.,neutral,0.9206452965736389
Do you know <i>quid pro quo?</i>,neutral,0.7713830471038818
"We get you out of that jar,",neutral,0.8833531737327576
then you get us,neutral,0.5612093806266785
out of this safe.,neutral,0.5850178003311157
